1,3362.43
2,6110.34
3,11497.12
4,11198.38
5,5216.66
6,13334.22
7,21860.25
8,3470.85
9,23097.30
10,27128.16
11,422.90
12,21618.26
13,17449.72
14,23028.29
15,21448.45
16,21763.42
17,18931.30
18,11358.78
19,12511.12
20,18437.44
21,12346.50
22,19754.40
23,4280.12
24,6255.56
25,13334.22
26,8889.48
27,2304.68
28,31976.13
29,15474.28
30,8724.86
31,9877.20
32,14651.18
33,10700.30
34,6749.42
35,11194.16
36,16297.38
37,17285.10
38,11638.38
39,5926.32
40,10736.79
41,11358.78
42,15567.73
43,7407.90
44,10700.30
45,13828.08
46,10700.30
47,16064.38
48,237.12
49,2735.39
50,19589.78
51,3127.78
52,6584.80
53,10799.09
54,16303.61
55,6914.04
56,9054.10
57,8560.24
58,7243.28
59,6749.42
60,9877.20
61,5103.22
62,6255.56
63,12521.86
64,11029.54
65,9218.72
66,3950.88
67,14660.08
68,11358.78
69,19351.35
70,3457.02
71,10535.68
72,12346.50
73,10700.30
74,14822.06
75,5597.08
76,10371.06
77,8395.62
78,26220.99
79,13338.57
80,9383.34
81,29376.29
82,12840.36
83,16266.23
84,11194.16
85,11141.68
86,13336.03
87,18272.82
88,11358.78
89,12573.42
90,31771.66
91,35228.68
92,36031.40
93,53112.73
94,36710.26
95,11065.14
96,16308.06
97,12511.12
98,14331.73
99,15639.79
100,13691.05
101,1984.34
102,16300.05
103,41168.35
104,12349.17
105,9065.67
106,4128.85
107,8724.86
108,10206.44
109,6914.04
110,4773.98
111,9054.10
112,20577.50
113,20248.26
114,31145.67
115,3295.96
116,4773.98
117,11523.40
118,3468.59
119,10206.44
120,7243.28
121,14486.56
122,2140.06
123,2963.16
124,4280.12
125,2304.68
126,3457.02
127,844.46
128,4444.74
129,10342.67
130,1646.20
131,2469.30
132,16791.24
133,11688.02
134,2633.92
135,1975.44
136,2469.30
137,987.72
138,2963.16
139,4280.12
140,5761.70
141,2304.68
142,1316.96
143,9385.12
144,3786.26
145,13788.95
146,7901.76
147,7901.76
148,4444.74
149,2806.55
150,1190.61
151,5103.22
152,14157.32
153,24879.87
154,1316.96
155,1152.34
156,11523.40
157,1487.81
158,2798.54
159,9068.34
160,1647.98
161,11194.16
162,1152.34
163,2598.70
164,1152.34
165,12682.86
166,18437.44
167,9383.34
168,2.67
169,1646.20
170,10700.30
171,15968.14
172,5267.84
173,14157.32
174,987.72
175,17285.10
176,5273.18
177,5103.22
178,1153.23
179,17614.34
180,1810.82
181,164.62
182,13498.84
183,12372.31
184,5439.58
185,8395.62
186,658.48
187,4609.36
188,10272.99
189,1319.63
190,8399.18
191,6914.04
192,1175.48
193,330.13
194,27326.92
195,5761.70
196,22059.08
197,17778.96
198,2471.08
199,29822.32
200,11523.40
201,9218.72
202,9547.96
203,164.62
204,3168.32
205,866.78
206,360.44
207,4777.54
208,6433.53
209,7078.66
210,1153.23
212,9054.10
213,9877.20
214,10864.92
215,21235.98
216,17313.92
217,18766.68
218,7243.28
219,6749.42
220,17120.48
221,7737.14
222,164.62
223,5432.46
224,20083.64
225,5766.15
226,4938.60
227,8560.24
228,354.20
229,10864.92
230,8724.86
231,987.72
232,5976.16
233,3294.18
234,12346.50
235,5436.02
236,10371.06
237,10206.44
238,7737.14
239,6090.94
240,177.10
241,8231.00
242,9383.34
243,14157.32
244,4281.90
245,493.86
246,329.24
247,11536.45
248,17120.48
249,11042.02
250,5104.11
252,5267.84
253,17614.34
254,9712.58
255,9725.04
256,23212.78
257,13334.22
258,4946.61
259,25845.34
260,17943.58
261,13498.84
262,20906.74
263,12181.88
264,18205.31
265,15145.04
266,15652.25
267,5466.78
268,14980.42
269,4609.36
270,10055.17
271,9383.34
273,13339.25
274,329.24
275,8231.00
276,14161.67
277,9231.77
278,13004.98
279,7908.88
280,1975.44
281,658.48
282,8231.00
283,8889.48
284,8259.08
285,13004.98
286,10535.68
287,9054.10
288,8085.10
289,6090.94
290,12468.30
291,13334.22
292,10818.43
293,13138.19
294,7243.28
295,13169.60
296,19362.36
297,5256.31
298,9561.01
299,7572.52
300,11358.78
301,9712.58
302,12511.80
303,6925.28
304,9218.72
305,17065.29
306,8340.99
307,14023.85
308,9286.02
309,4773.98
310,10700.30
311,15158.09
312,13828.08
313,7572.52
314,4444.74
315,7572.52
316,3362.41
317,7122.27
318,7408.79
319,11358.78
320,7243.28
321,3678.60
322,3294.21
323,12844.81
324,9877.20
325,5597.08
326,14815.80
327,15309.66
328,19170.76
329,4335.30
330,10371.06
331,6420.18
332,12513.79
333,4450.08
334,18146.47
335,10535.68
336,10371.06
337,10041.82
338,12840.36
339,18647.45
340,12420.37
341,8762.24
342,17286.88
343,13856.56
344,13828.08
345,12181.88
346,2014.63
347,20115.68
348,13005.87
349,13465.05
350,273.23
351,2405.25
352,8791.61
353,12142.54
354,14494.57
355,6527.14
356,4295.40
357,23209.95
358,13996.26
359,5137.54
360,11368.57
361,12100.90
362,27784.61
363,9436.38
364,1900.31
365,5251.12
366,240.47
367,1.78
368,444.11
369,12426.92
370,13201.66
371,6146.09
372,8303.97
373,2582.13
374,17608.18
